system:index,Combined_Crop_Yield,Crop_Yield_1,Crop_Yield_2,Crop_Yield_3,Fpar,FparExtra_QC,FparLai_QC,FparStdDev,Lai,LaiStdDev,NDVI,Rainfall,Soil_PH,Sunlight,Temperature,Total_Precipitation,month,year,.geo,CNN_Feature
10,0.588689632873669,0.588689632873669,0.7046343477411314,0.4727449180061993,58.551650901374174,125.23328114434575,6.4941621728108805,4.152117133120181,16.739742877451096,2.469977302397839,0.4260693603390909,0.4968364034518399,64.37274984640477,16731212.859514538,295.76044203579136,0.0002178076695403693,11.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.6116924759939113
11,0.5208837028738642,0.5208837028738641,0.6339436583118648,0.4078237474358669,48.27293500798091,125.79964625648668,8.65134448242819,4.111028745626805,11.821077877615014,1.7829096318639506,0.3521297956998443,0.1458216941793762,64.37274984640477,14273781.471036322,292.3006866720309,0.0006053321042084022,12.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3234585781530042
12,0.5047933494988954,0.5047933494988954,0.6139152299855779,0.3956714690122179,43.80034399153714,126.69579416319417,9.085965425756058,4.202503993415774,10.730039744493403,1.6517404220569745,0.3467846350485692,1.1203019803651808,64.37274984640477,15762264.188286712,290.9644102734344,0.0016994955111774,1.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.5320970630738285
13,0.5174343490827543,0.5174343490827543,0.623259343989944,0.4116093541755576,43.31991545233856,124.45689282958745,5.045596242516654,4.470187222325708,10.489500458432245,1.5907376582446011,0.3749492054514695,1.2076897222001155,64.37274984640477,18934976.373443726,293.1214456516345,0.0015555271531236,2.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3522144042796824
14,0.5351837065556463,0.5351837065556463,0.6343653416932936,0.436002071418008,41.38648528048229,125.38598915278368,3.978009739815632,4.837200876645267,10.85933426982214,1.715869002351531,0.422048501428403,2.010971009046084,64.37274984640477,20529257.6798972,296.84422047401125,0.0019522525603603,3.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.7628773070174846
15,0.5305405432157269,0.5305405432157269,0.6255364626971347,0.4355446237343172,38.19001757784624,125.18995615631846,3.642456898536024,5.395960592334984,10.198469921766838,1.8659984617948424,0.431940980964379,0.9635853799086644,64.37274984640477,24169708.472908814,301.2639071020675,0.0013167770129922,4.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.5807143905497136
16,0.5398400340677159,0.5398400340677156,0.633082588627801,0.4465974795076304,38.256600858518055,123.904427957292,3.636588893439271,5.386851585235773,11.048098748829224,2.016187576683016,0.450140462984321,0.9374448473996694,64.37274984640477,24885480.78007081,303.93358515191096,0.0006299484282706182,5.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.73318997941343
17,0.4425157943364993,0.4425157943364993,0.5415077950562476,0.3435237936167539,29.68447474190383,144.28998982941803,33.40970604713776,4.899162405160155,8.948854504922414,2.017347534607181,0.3069247402215751,13.470126292839742,64.37274984640477,15027421.270887118,300.2304923937869,0.0119255460474475,6.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.588323263163399
18,0.4866638232393166,0.4866638232393165,0.5784912135583437,0.394836432920284,30.72509685430823,150.62737724796432,42.450176300942026,4.877098121656311,9.42874532714955,1.9815643788693789,0.3889770653527804,13.640491322292576,64.37274984640477,14489237.088395352,299.6475225877876,0.0133882003683148,7.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3535663158269855
19,0.4215492578545018,0.4215492578545017,0.5202140249400131,0.3228844907689985,26.859136660255903,151.68836376352928,67.05986097365482,4.783018893239477,8.45014013483907,2.0985697354831574,0.2819436957474742,16.715995558854384,64.37274984640477,10835849.372901997,298.74810561591585,0.0194667787086017,8.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3004578103784756
20,0.5930922374694229,0.593092237469423,0.69659273396592,0.4895917409729242,51.32433999398889,145.87594708303334,30.45436332315202,4.317042564878914,18.51435922308469,2.9814065152031923,0.4782384349749091,7.506129915268443,64.37274984640477,15770936.799805962,299.5143912650468,0.0087406579443745,9.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.356753312256531
21,0.6153910805864312,0.6153910805864312,0.7275706225800248,0.5032115385928365,59.536098819301394,136.38603073763036,11.965668038897537,4.156413980731661,19.14948465770409,2.750077190260861,0.4735655682570516,3.3692423414385004,64.37274984640477,16037474.10988089,298.2639046698414,0.0036332840956984,10.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.4643245679963509
22,0.5622107080699431,0.5622107080699431,0.6757409363304683,0.448680479809421,53.73273117157061,123.40164447006627,5.380805896993651,4.40526224045022,14.461444174413858,2.164618197276476,0.4020250291104679,0.2068536920044939,64.37274984640477,16604225.103089992,295.0932337135528,0.0002822284220315423,11.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.7372217483871588
23,0.511585775810868,0.511585775810868,0.6227613887009096,0.40041016292083,45.932980032631406,123.43841894208455,6.628692119878589,4.155121185574944,10.928392554558362,1.5749144512267068,0.3475736714259436,0.122577701121689,64.37274984640477,15658503.371516053,292.4702991280083,0.00022697439593307773,12.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.6192516628674349
24,0.4996615625381295,0.4996615625381295,0.6077702166542955,0.3915529084219623,42.52560413986929,123.66188232948818,5.472080152564101,4.42810130750041,9.740375151143558,1.4626531073054654,0.344169500237039,0.4155008707933974,64.37274984640477,16610849.764525378,293.23405306446875,0.00021863742254063176,1.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.6107835496111456
25,0.4931387764956217,0.4931387764956217,0.5968280363807745,0.3894495166104676,38.948134490172926,121.40776026654449,3.648563930905749,4.860349006083886,8.798231235607721,1.4429411133765342,0.3525887460501996,0.5179256994022882,64.37274984640477,20200301.889615286,294.72885733535765,0.00033476317146191126,2.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.36621860782407334
26,0.4972133501174782,0.4972133501174781,0.5908456450013656,0.4035810552335918,33.17185306711467,124.0406469493051,3.3107636610761766,5.339013580445511,8.18423751650972,1.6216678637392707,0.3953955818322694,0.4466991741573602,64.37274984640477,22942996.52709992,300.031157757865,0.00013596674798914567,3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.4413003381948843
27,0.5010061119099787,0.5010061119099787,0.5911316642309438,0.4108805595890133,31.454234189350085,125.08609018963968,3.2573359162046587,5.703237859188327,8.168204619854157,1.77644885973741,0.4132868186838521,0.322852017530331,64.37274984640477,24989505.54674643,303.015135681752,0.0002553024379586877,4.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.4657045126659393
28,0.532626907033669,0.5326269070336689,0.6248283149377228,0.4404254991296187,36.70424331924242,130.52333859754603,6.568297370398031,5.244026724138526,10.76172180262378,1.9608908413097852,0.4450283541518865,2.154571814488775,64.37274984640477,22323531.20987232,302.5201233763114,0.0024047387740952,5.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2543197764282917
29,0.4974784971202511,0.4974784971202511,0.5890933746283097,0.4058636196121915,31.944110582568094,145.45938011817665,28.891932448475472,4.839350824670262,9.946730514653806,2.0356906716348475,0.4032923307450913,10.009173053063172,64.37274984640477,14995087.071051585,299.9885549905099,0.0123195735469114,6.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2161857589819932
30,0.3720680972680044,0.3720680972680045,0.4788729542696853,0.2652632402663227,25.761547784550302,148.5792915679514,55.58627521572648,4.846440142537137,8.0640517796184,2.183493954529928,0.1895669078287064,14.701477965042876,64.37274984640477,13047709.143925488,299.212624203144,0.0150808259323683,7.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.33113600643904917
31,0.484639073626002,0.484639073626002,0.5820382193715034,0.3872399278804928,33.9543502941926,150.00462261592116,46.34259256410017,4.717440809135558,10.909187855720376,2.1484392287866125,0.3655520454868478,8.61948146678043,64.37274984640477,14204155.586361784,298.9554206890528,0.0072977020227161,8.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.3839675473072489
32,0.5470809974315376,0.5470809974315376,0.6522593624256424,0.4419026324374342,46.62160280025661,148.77187979133464,37.691428829884586,4.36579855639213,16.7297325501086,2.758167631463508,0.4144323780615306,9.487582635275276,64.37274984640477,13503001.040602729,298.5331676342292,0.0108204297398227,9.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.6289668112129445
33,0.6407417793874308,0.6407417793874308,0.7556386323922971,0.5258449263825582,64.40325555147297,131.71038722508612,9.274165072572924,3.97240432105752,21.81576249455468,3.134856643346272,0.4950640254660213,2.5372054656847816,64.37274984640477,17780238.181048244,298.06205726284,0.0017938911148375,10.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.7292595660418386
34,0.5612255131880816,0.5612255131880816,0.674819430888187,0.447631595487979,53.6493877110747,126.52510576919734,6.34866175437426,4.280492606384419,14.364229843806562,2.1160213295879804,0.400554700109711,0.4411435702217546,64.37274984640477,15433111.071232358,295.37995366655696,0.0007008650290898841,11.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.38814761876810844
35,0.5108552729185073,0.5108552729185073,0.6229951576074594,0.3987153882295567,46.44433704540855,126.1423151798156,9.443387179742489,4.179007380091059,11.118256182036852,1.6373706641385517,0.3430445235645631,0.626231862817787,64.37274984640477,14941657.879314125,292.14672272473155,0.0009633325737533968,12.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.7997633086276399
36,0.5015861245340666,0.5015861245340666,0.6103879837873485,0.3927842652807848,43.1994276000601,125.06802281183045,6.716835728277685,4.19991376729987,10.021308768778498,1.4474768052644582,0.3439756834677762,0.962613813672532,64.37274984640477,15227811.862697102,290.3269429970475,0.0012660569621169,1.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.4846899442694035
37,0.5040842277160041,0.5040842277160041,0.6094565931149126,0.3987118623170932,41.36825683881915,122.76821341759933,3.902273404454887,4.698498539590796,9.465700997611837,1.4644672762081834,0.3599589143990909,0.8346319392306869,64.37274984640477,19824259.98534903,293.5009668636686,0.0005428125302127821,2.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.5113352069790273
38,0.5039123436095948,0.5039123436095947,0.5989152552430166,0.4089094319761828,34.8658627220857,123.66272073365516,3.371756761994318,5.329591537848634,8.65530229813546,1.6601134431218498,0.3986295108866798,0.3450900032664302,64.37274984640477,22926768.554665606,300.100508550999,3.0167829535719207e-05,3.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.5368288890043429
39,0.5073772530288663,0.5073772530288663,0.5999598038655842,0.4147947021921543,33.78625090155752,124.10832135986335,3.332236132337004,5.833437507665043,8.706477385588501,1.8356433003634471,0.4120370006483954,0.2642721541129436,64.37274984640477,25337579.003119554,304.8933866142987,7.53309552879716e-05,4.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.491872814769124
40,0.5119198295341598,0.5119198295341598,0.6023898205009279,0.4214498385673914,33.03372304599924,127.70765138067648,4.009099308528797,5.737913253070676,9.067388595673512,1.9156045515943687,0.4256373207923272,0.5598727682155552,64.37274984640477,23847993.57274222,304.8164838693047,0.0004106878378722687,5.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2415745005303471
41,0.4840903897365804,0.4840903897365804,0.5729670905467237,0.3952136889264317,28.559236723414248,141.1893811713827,18.750759351302232,5.393488860143606,8.067824878741293,1.822408417979882,0.3968253591326731,6.213578288177268,64.37274984640477,18658808.99208712,302.8622968070546,0.0074632110361236,6.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.5425578198739214
42,0.4538315999700767,0.4538315999700766,0.5499893039866413,0.3576738959535068,29.327515006614544,149.73022837818496,46.89228745907927,4.6504964816529935,9.511122535777508,2.143593147190754,0.3316981099004631,14.790475742585954,64.37274984640477,13484780.014248217,299.1168768356933,0.0144412676650798,7.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.49342865561420873
43,0.4547872735755426,0.4547872735755425,0.555708735118247,0.3538658120328328,32.42432266113478,150.62346288180544,48.02759413859514,4.596586221705035,10.60248736493554,2.182670883647734,0.3150286111842718,15.929525875305265,64.37274984640477,13342083.186490642,298.84518760662456,0.0154420134354609,8.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2235508789645489
44,0.5693531363211459,0.5693531363211459,0.6723660469845106,0.4663402256577766,48.052211204748986,148.50486226707196,35.287044442031565,4.337058652555225,17.694829316061004,2.74140333289562,0.4503930054137915,8.717818804382464,64.37274984640477,13751524.567909151,298.6560508690578,0.0088675058603049,9.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.29749947891858947
45,0.6031084180456665,0.6031084180456665,0.7144241773841569,0.4917926587071736,57.4609018422643,135.50548053147608,24.947404858876343,4.112255483187528,19.02145693202761,2.9691781324109807,0.4614514250377373,3.6510507186332783,64.37274984640477,16484534.463955354,296.8694997551242,0.00365134610002,10.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.584365304387817
46,0.577777357320677,0.577777357320677,0.6945957035537761,0.4609590110875748,57.733636060773016,123.78743682405822,6.950854039578462,4.18099175197687,16.048236067648187,2.4222121645538497,0.4091528982767148,0.0292583766268475,64.37274984640477,17915235.01670539,293.98869756075504,1.9122608143038183e-05,11.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.4398830884618141
47,0.4979772456491074,0.4979772456491074,0.6154148296056637,0.3805396616925413,48.14564567898902,123.2319594135368,7.663050105817449,4.15366826340629,10.557591006901898,1.5696661105521252,0.3070806172242695,0.0595195275553826,64.37274984640477,16001993.784000345,293.2871101639546,2.5257844182131543e-05,12.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.5286600901623426
48,0.4873546193765875,0.4873546193765875,0.6005514631761376,0.3741577755770319,44.167354796793965,123.89319015002188,8.4762376697836,4.369838243727276,9.571539728718236,1.4616835819379583,0.3097051099724067,0.3983396547044125,64.37274984640477,17028155.288079,292.7542030657187,0.000120592457708858,1.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.5230290258460095
49,0.4783693192144203,0.4783693192144203,0.5822374121555712,0.3745012262732709,37.21372299002218,119.84970679733529,3.3090975264110165,5.035364860917238,8.072103426647862,1.416596073995106,0.333456300488704,0.2904637488749665,64.37274984640477,21007595.160675,295.7016476130196,3.236319661475102e-05,2.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.6541819948616465
50,0.4953895869477939,0.4953895869477939,0.5922811304944492,0.3984980434011349,34.980913085136265,125.21861899905862,3.9581335419618577,5.2523092826607,8.436639170748293,1.5833690527549908,0.3808936953847742,1.150211876243094,64.37274984640477,20790628.045962296,298.34552530032414,0.0008991139948804235,3.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.28197797016276416
51,0.4996313276129188,0.4996313276129187,0.5924316964238888,0.4068309588019443,32.95414645847264,126.00289902250812,3.823739525438003,5.302751980802931,8.25344605212414,1.624812077823814,0.401537776475002,0.8655617750133433,64.37274984640477,22913566.9443274,301.5215108879237,0.0008443165302673098,4.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.7224347491449195
52,0.5226750960550927,0.5226750960550927,0.6179501295078471,0.4274000626023391,37.38128291485693,124.82528693141482,3.8296282544599785,5.536773406615084,9.960372757730076,1.8550992474561243,0.4210624946210386,0.7561655138001113,64.37274984640477,24293355.28554233,303.59017534899544,0.0006184364463824798,5.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.4129590421112359
53,0.4582325101689221,0.4582325101689221,0.5531604089905331,0.3633046113473142,29.109000534620744,138.634499607926,18.740114225494917,5.492029017066111,8.002366386273549,1.81621795554467,0.3418110171301177,6.412140781193507,64.37274984640477,19712830.04206417,304.1883783603366,0.0074129093544869,6.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.5083532726046254
54,0.4318281651765835,0.4318281651765835,0.5307439080877315,0.3329124222654371,28.300859966539058,149.28276141418092,40.97803310351135,4.793483964850729,8.577829684067924,1.8694196850477829,0.2938511705539283,15.275196948564878,64.37274984640477,14315536.28733052,299.87228232124727,0.0144412208953859,7.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.7253746369836203
55,0.4350754207062185,0.4350754207062185,0.5386821683870464,0.331468673025395,31.638644888793312,148.45551852075027,52.67645016127528,4.798425430054,9.861925108315177,2.415997587435339,0.2803189720796792,9.81244119097221,64.37274984640477,14399856.141118314,299.2211441743468,0.0087297186625787,8.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.6843069963268924
56,0.5582614487622459,0.5582614487622459,0.659144254602954,0.4573786429215308,45.334434745726575,149.73519223804382,35.95005454134101,4.424848421418183,15.494154712755572,2.357964766372901,0.4445162890501269,11.7600905743702,64.37274984640477,14042344.836026242,299.281589804348,0.0096186114494861,9.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.2362480885927885
57,0.6625258901187,0.6625258901187,0.7818665112527962,0.543185268984598,69.90362447364804,125.2720255744487,7.015141105454956,3.794145302653987,23.924410589401138,3.3531194890376157,0.5056300333955069,1.3761275146973844,64.37274984640477,17990735.05044079,298.07798460836466,0.0015732124635061,10.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.30383429909197307
58,0.5505111227102262,0.5505111227102262,0.6676313744348632,0.4333908709855965,54.514047666674735,127.7412820806196,8.16701134845274,4.151236479505493,14.10792892320361,2.0518587751538795,0.373937959420411,0.2919905124200669,64.37274984640477,16170328.6744815,296.03146698545623,0.0004473200781240783,11.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.5789719765331695
59,0.4843036421356468,0.4843036421356468,0.6038632582832307,0.3647440259880651,47.762715359193855,129.37424744222372,9.455751782516607,4.12113510818804,10.10343134684146,1.5489457700907712,0.2820309921161293,0.3832927407201925,64.37274984640477,14507528.615817508,292.4528231298138,0.0010507383088748,12.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}",0.7220501074656287
